dashboard_experience,power_bi_experience,confidence,sample,line,user_id,answer_correct,no_of_steps,question_id,timestamp,selected_values,filtered_values,triggered_action,multiplicity,x,y
0,-1,-1,False,1,a10653e4-ff8c-432c-b1d8-017e2efa276d,False,3,6,1656743270276,Year.Year<categorical>,nan,Root,49,-5.480338,-0.61004597
0,-1,-1,False,1,a10653e4-ff8c-432c-b1d8-017e2efa276d,False,3,6,1656743278428,"Ethnicity.Ethnicity<categorical>, Year.Year<categorical>",NewHiresByEthnicity.Ethnicity<categorical>,Ethnicity (slicer) - Ethnicity: Group A selected,2,-6.841903,-4.4803443
0,-1,-1,False,1,a10653e4-ff8c-432c-b1d8-017e2efa276d,False,3,6,1656743285960,"Ethnicity.Ethnicity<categorical>, Region.Region<categorical>, Year.Year<categorical>","NewHiresByEthnicity.Ethnicity<categorical>, NewHiresByRegion.Region<categorical>",Region (slicer) - Region: South selected,19,4.3778157,7.7565403
1,1,3,False,2,e8c3d443-20e8-413a-af5c-6628f20c71d1,True,8,6,1656682985429,Year.Year<categorical>,nan,Root,49,-5.480338,-0.61004597
1,1,3,False,2,e8c3d443-20e8-413a-af5c-6628f20c71d1,True,8,6,1656682992367,"Region.Region<categorical>, Year.Year<categorical>",NewHiresByRegion.Region<categorical>,Region (slicer) - Region: South selected,42,-1.2279683,5.7748938
1,1,3,False,2,e8c3d443-20e8-413a-af5c-6628f20c71d1,True,8,6,1656683000568,"Ethnicity.Ethnicity<categorical>, Region.Region<categorical>, Year.Year<categorical>","NewHiresByEthnicity.Ethnicity<categorical>, NewHiresByRegion.Region<categorical>",Ethnicity (slicer) - Ethnicity: Group B selected,17,4.4717364,6.539942
1,1,3,False,2,e8c3d443-20e8-413a-af5c-6628f20c71d1,True,8,6,1656683001163,"Ethnicity.Ethnicity<categorical>, Region.Region<categorical>, Year.Year<categorical>","NewHiresByEthnicity.Ethnicity<categorical>, NewHiresByRegion.Region<categorical>",Ethnicity (slicer) - Ethnicity: Group C selected,6,5.028739,6.6355214
1,1,3,False,2,e8c3d443-20e8-413a-af5c-6628f20c71d1,True,8,6,1656683001763,"Ethnicity.Ethnicity<categorical>, Region.Region<categorical>, Year.Year<categorical>","NewHiresByEthnicity.Ethnicity<categorical>, NewHiresByRegion.Region<categorical>",Ethnicity (slicer) - Ethnicity: Group B selected,17,4.4717364,6.539942
1,1,3,False,2,e8c3d443-20e8-413a-af5c-6628f20c71d1,True,8,6,1656683002703,"Ethnicity.Ethnicity<categorical>, Region.Region<categorical>, Year.Year<categorical>","NewHiresByEthnicity.Ethnicity<categorical>, NewHiresByRegion.Region<categorical>","Ethnicity (slicer) - Ethnicity: Group B, Group C selected",3,4.646293,6.069512
1,1,3,False,2,e8c3d443-20e8-413a-af5c-6628f20c71d1,True,8,6,1656683004424,"Ethnicity.Ethnicity<categorical>, Region.Region<categorical>, Year.Year<categorical>","NewHiresByEthnicity.Ethnicity<categorical>, NewHiresByRegion.Region<categorical>","Ethnicity (slicer) - Ethnicity: Group B, Group C, Group D, Group E, Group F selected",3,6.0169663,2.797656
1,1,3,False,2,e8c3d443-20e8-413a-af5c-6628f20c71d1,True,8,6,1656683005221,"Ethnicity.Ethnicity<categorical>, Region.Region<categorical>, Year.Year<categorical>","NewHiresByEthnicity.Ethnicity<categorical>, NewHiresByRegion.Region<categorical>","Ethnicity (slicer) - Ethnicity: Group B, Group C, Group D, Group E, Group F, Group G selected",15,6.0959625,1.7068601
1,1,4,False,3,44df4643-eb24-42ae-a494-2104cfeb0539,False,14,6,1656742298850,Year.Year<categorical>,nan,Root,49,-5.480338,-0.61004597
1,1,4,False,3,44df4643-eb24-42ae-a494-2104cfeb0539,False,14,6,1656742313747,"Region.Region<categorical>, Year.Year<categorical>",nan,Region (slicer) - Region: South selected,6,-5.834118,-0.32781157
1,1,4,False,3,44df4643-eb24-42ae-a494-2104cfeb0539,False,14,6,1656742334618,"Ethnicity.Ethnicity<categorical>, Region.Region<categorical>, Year.Year<categorical>","NewHiresByEthnicity.Ethnicity<categorical>, NewHiresByRegion.Region<categorical>",Ethnicity (slicer) - Ethnicity: Group A selected,19,4.3778157,7.7565403
1,1,4,False,3,44df4643-eb24-42ae-a494-2104cfeb0539,False,14,6,1656742339892,"Region.Region<categorical>, Year.Year<categorical>",NewHiresByRegion.Region<categorical>,Ethnicity (slicer) - deselected,42,-1.2279683,5.7748938
1,1,4,False,3,44df4643-eb24-42ae-a494-2104cfeb0539,False,14,6,1656742340496,"Ethnicity.Ethnicity<categorical>, Region.Region<categorical>, Year.Year<categorical>",NewHiresByRegion.Region<categorical>,Ethnicity (slicer) - Ethnicity: Group B selected,6,-0.9635211,5.765425
1,1,4,False,3,44df4643-eb24-42ae-a494-2104cfeb0539,False,14,6,1656742340995,"Ethnicity.Ethnicity<categorical>, Region.Region<categorical>, Year.Year<categorical>","NewHiresByEthnicity.Ethnicity<categorical>, NewHiresByRegion.Region<categorical>",Ethnicity (slicer) - Ethnicity: Group C selected,6,5.028739,6.6355214
1,1,4,False,3,44df4643-eb24-42ae-a494-2104cfeb0539,False,14,6,1656742341756,"Ethnicity.Ethnicity<categorical>, Region.Region<categorical>, Year.Year<categorical>","NewHiresByMonth(Full-Time/Part-Time).Month<categorical>, NewHiresByEthnicity.Ethnicity<categorical>, NewHiresByRegion.Region<categorical>",Ethnicity (slicer) - Ethnicity: Group D selected,3,6.869544,6.67994
1,1,4,False,3,44df4643-eb24-42ae-a494-2104cfeb0539,False,14,6,1656742353783,"Ethnicity.Ethnicity<categorical>, Region.Region<categorical>, Year.Year<categorical>","NewHiresAndNewHiresSamePeriodLastYear(SPLY).Month<categorical>, NewHiresByMonth(Full-Time/Part-Time).Month<categorical>, NewHiresByMonth(Full-Time/Part-Time).FPDesc<categorical>, NewHiresByEthnicity.Ethnicity<categorical>, NewHiresByRegion.Region<categorical>",Ethnicity (slicer) - Ethnicity: Group E selected,2,2.8402107,9.517929
1,1,4,False,3,44df4643-eb24-42ae-a494-2104cfeb0539,False,14,6,1656742355076,"Ethnicity.Ethnicity<categorical>, Region.Region<categorical>, Year.Year<categorical>","NewHiresAndNewHiresSamePeriodLastYear(SPLY).Month<categorical>, NewHiresByEthnicity.Ethnicity<categorical>, NewHiresByRegion.Region<categorical>",Ethnicity (slicer) - Ethnicity: Group F selected,1,4.942815,9.506322
1,1,4,False,3,44df4643-eb24-42ae-a494-2104cfeb0539,False,14,6,1656742355942,"Ethnicity.Ethnicity<categorical>, Region.Region<categorical>, Year.Year<categorical>","NewHiresByMonth(Full-Time/Part-Time).Month<categorical>, NewHiresByMonth(Full-Time/Part-Time).FPDesc<categorical>, NewHiresByEthnicity.Ethnicity<categorical>, NewHiresByRegion.Region<categorical>",Ethnicity (slicer) - Ethnicity: Group G selected,1,1.6594546,9.785493
1,1,4,False,3,44df4643-eb24-42ae-a494-2104cfeb0539,False,14,6,1656742357303,"Ethnicity.Ethnicity<categorical>, Region.Region<categorical>, Year.Year<categorical>","NewHiresByEthnicity.Ethnicity<categorical>, NewHiresByRegion.Region<categorical>",Ethnicity (slicer) - Ethnicity: Group A selected,19,4.3778157,7.7565403
1,1,4,False,3,44df4643-eb24-42ae-a494-2104cfeb0539,False,14,6,1656742367539,"Ethnicity.Ethnicity<categorical>, Region.Region<categorical>, Year.Year<categorical>","NewHiresByEthnicity.Ethnicity<categorical>, NewHiresByRegion.Region<categorical>",Ethnicity (slicer) - Ethnicity: Group B selected,17,4.4717364,6.539942
1,1,4,False,3,44df4643-eb24-42ae-a494-2104cfeb0539,False,14,6,1656742376816,"Ethnicity.Ethnicity<categorical>, Year.Year<categorical>","NewHiresByEthnicity.Ethnicity<categorical>, NewHiresByRegion.Region<categorical>",Region (slicer) - deselected,1,4.242108,6.559759
1,1,4,False,3,44df4643-eb24-42ae-a494-2104cfeb0539,False,14,6,1656742389408,"Ethnicity.Ethnicity<categorical>, Year.Year<categorical>",NewHiresByEthnicity.Ethnicity<categorical>,Ethnicity (slicer) - Ethnicity: Group A selected,1,-6.278973,-5.138265
0,-1,-1,False,4,9bd07c5c-8dfe-44b0-8df2-5a5634547d76,True,4,6,1656742432128,Year.Year<categorical>,nan,Root,49,-5.480338,-0.61004597
