dashboard_experience,power_bi_experience,confidence,sample,line,user_id,answer_correct,no_of_steps,question_id,timestamp,selected_values,filtered_values,triggered_action,multiplicity,x,y
0,-1,-1,False,1,a10653e4-ff8c-432c-b1d8-017e2efa276d,True,23,7,1656743317097,Year.Year<categorical>,nan,Root,80,-7.530057,-11.621712
0,-1,-1,False,1,a10653e4-ff8c-432c-b1d8-017e2efa276d,True,23,7,1656743521787,Year.Year<categorical>,nan,"Year (slicer) - Year: 2013, 2010 selected",5,-8.354345,-11.894494
0,-1,-1,False,1,a10653e4-ff8c-432c-b1d8-017e2efa276d,True,23,7,1656743523453,Year.Year<categorical>,nan,"Year (slicer) - Year: 2010, 2011, 2013, 2012 selected",11,-9.829864,-12.387731
0,-1,-1,False,1,a10653e4-ff8c-432c-b1d8-017e2efa276d,True,23,7,1656743524108,Year.Year<categorical>,nan,"Year (slicer) - Year: 2010, 2011, 2012, 2013, 2014 selected",8,-10.195237,-12.940447
0,-1,-1,False,1,a10653e4-ff8c-432c-b1d8-017e2efa276d,True,23,7,1656743525135,Year.Year<categorical>,nan,"Year (slicer) - Year: 2010, 2011, 2012, 2013, 2014, 2015, 2016 selected",9,-11.183998,-13.33475
0,-1,-1,False,1,a10653e4-ff8c-432c-b1d8-017e2efa276d,True,23,7,1656743533088,Year.Year<categorical>,nan,"Year (slicer) - Year: 2010, 2011, 2012, 2013, 2014 selected",8,-10.195237,-12.940447
0,-1,-1,False,1,a10653e4-ff8c-432c-b1d8-017e2efa276d,True,23,7,1656743533888,Year.Year<categorical>,nan,"Year (slicer) - Year: 2010, 2011, 2012, 2013 selected",11,-9.829864,-12.387731
0,-1,-1,False,1,a10653e4-ff8c-432c-b1d8-017e2efa276d,True,23,7,1656743535132,Year.Year<categorical>,nan,"Year (slicer) - Year: 2010, 2011, 2012, 2013 selected",11,-9.829864,-12.387731
0,-1,-1,False,1,a10653e4-ff8c-432c-b1d8-017e2efa276d,True,23,7,1656743535720,Year.Year<categorical>,"NewHiresAndNewHiresSamePeriodLastYear(SPLY).Month<categorical>, NewHiresByMonth(Full-Time/Part-Time).Month<categorical>, NewHiresByMonth(Full-Time/Part-Time).FPDesc<categorical>, NewHiresByEthnicity.Ethnicity<categorical>, NewHiresByRegion.Region<categorical>",Year (slicer) - Year: 2010 selected,26,2.636465,-6.3791018
0,-1,-1,False,1,a10653e4-ff8c-432c-b1d8-017e2efa276d,True,23,7,1656743548083,Year.Year<categorical>,"NewHiresAndNewHiresSamePeriodLastYear(SPLY).Month<categorical>, NewHiresByMonth(Full-Time/Part-Time).Month<categorical>, NewHiresByMonth(Full-Time/Part-Time).FPDesc<categorical>, NewHiresByEthnicity.Ethnicity<categorical>, NewHiresByRegion.Region<categorical>",Year (slicer) - Year: 2010 selected,26,2.636465,-6.3791018
