dashboard_experience,power_bi_experience,confidence,sample,line,user_id,answer_correct,no_of_steps,question_id,timestamp,selected_values,filtered_values,triggered_action,multiplicity,x,y
0,-1,-1,False,1,a10653e4-ff8c-432c-b1d8-017e2efa276d,False,6,4,1656742664980,Year.Year<categorical>,nan,Root,49,-14.3377285,-80.928116
0,-1,-1,False,1,a10653e4-ff8c-432c-b1d8-017e2efa276d,False,6,4,1656743223848,Year.Year<categorical>,nan,Year (slicer) - Year: 2014 selected,19,-2.0472429,-91.49027
0,-1,-1,False,1,a10653e4-ff8c-432c-b1d8-017e2efa276d,False,6,4,1656743235049,Year.Year<categorical>,nan,Year (slicer) - Year: 2012 selected,27,-16.78302,-98.69972
0,-1,-1,False,1,a10653e4-ff8c-432c-b1d8-017e2efa276d,False,6,4,1656743238278,Year.Year<categorical>,nan,Year (slicer) - Year: 2014 selected,19,-2.0472429,-91.49027
0,-1,-1,False,1,a10653e4-ff8c-432c-b1d8-017e2efa276d,False,6,4,1656743240947,Year.Year<categorical>,nan,Year (slicer) - Year: 2012 selected,27,-16.78302,-98.69972
0,-1,-1,False,1,a10653e4-ff8c-432c-b1d8-017e2efa276d,False,6,4,1656743246271,Year.Year<categorical>,nan,Year (slicer) - Year: 2014 selected,19,-2.0472429,-91.49027
1,1,3,False,2,e8c3d443-20e8-413a-af5c-6628f20c71d1,True,8,4,1656682697460,Year.Year<categorical>,nan,Root,49,-14.3377285,-80.928116
1,1,3,False,2,e8c3d443-20e8-413a-af5c-6628f20c71d1,True,8,4,1656682723121,"Region.Region<categorical>, Year.Year<categorical>",NewHiresByRegion.Region<categorical>,Region (slicer) - Region: Northwest selected,25,27.998362,9.573506
1,1,3,False,2,e8c3d443-20e8-413a-af5c-6628f20c71d1,True,8,4,1656682730159,"Region.Region<categorical>, Year.Year<categorical>",NewHiresByRegion.Region<categorical>,Year (slicer) - Year: 2012 selected,58,-12.113358,18.287077
1,1,3,False,2,e8c3d443-20e8-413a-af5c-6628f20c71d1,True,8,4,1656682735150,"Region.Region<categorical>, Year.Year<categorical>",NewHiresByRegion.Region<categorical>,Year (slicer) - Year: 2014 selected,60,-7.81055,-13.052214
1,1,3,False,2,e8c3d443-20e8-413a-af5c-6628f20c71d1,True,8,4,1656682739893,"Region.Region<categorical>, Year.Year<categorical>",NewHiresByRegion.Region<categorical>,Year (slicer) - Year: 2012 selected,58,-12.113358,18.287077
1,1,3,False,2,e8c3d443-20e8-413a-af5c-6628f20c71d1,True,8,4,1656682753497,"Region.Region<categorical>, Year.Year<categorical>",NewHiresByRegion.Region<categorical>,Year (slicer) - Year: 2014 selected,60,-7.81055,-13.052214
1,1,3,False,2,e8c3d443-20e8-413a-af5c-6628f20c71d1,True,8,4,1656682760060,"Region.Region<categorical>, Year.Year<categorical>",NewHiresByRegion.Region<categorical>,Year (slicer) - Year: 2012 selected,58,-12.113358,18.287077
1,1,3,False,2,e8c3d443-20e8-413a-af5c-6628f20c71d1,True,8,4,1656682774051,"Region.Region<categorical>, Year.Year<categorical>",NewHiresByRegion.Region<categorical>,Year (slicer) - Year: 2014 selected,60,-7.81055,-13.052214
1,1,4,False,3,44df4643-eb24-42ae-a494-2104cfeb0539,True,5,4,1656742415623,Year.Year<categorical>,nan,Root,49,-14.3377285,-80.928116
