timestamp;user;triggeredAction;selectedValues;filteredValues;Ethnicity.Ethnicity[categorical];Region.Region[categorical];NewHiresAndNewHiresSamePeriodLastYear.NewHires[numerical];NewHiresAndNewHiresSamePeriodLastYear.Month[categorical];NewHiresAndNewHiresSamePeriodLastYear.NewHiresSPLY[numerical];NewHiresByMonth(Full-Time/Part-Time).Month[categorical];NewHiresByMonth(Full-Time/Part-Time).FPDesc[categorical];NewHiresByMonth(Full-Time/Part-Time).NewHires[numerical];NewHiresByEthnicity.NewHires[numerical];NewHiresByEthnicity.Ethnicity[categorical];NewHiresByRegion.NewHires[numerical];NewHiresByRegion.Region[categorical];Year.Year[categorical]
1654418186824;0c3e4bb7-46ab-4fb0-bd15-3c1f24abd347;Root;;;0,0,0,0,0,0,0;0,0,0,0,0,0,0;1476,2073,2885,3241,4073,4287,4017,4955,4868,5402,4296,1547;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;1476,2073,2885,3241,4073,4287,4017,4955,4868,5402,4296,1547;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;0,0,0,0;217,1259,240,1833,318,2567,404,2837,435,3638,357,3930,311,3706,386,4569,366,4502,396,5006,330,3966,151,1396;30313,8236,1999,1516,790,213,53;0,0,0,0,0,0,0,0,0,0,0,0,0,0;7306,6228,7764,3434,7095,7103,4190;0,0,0,0,0,0,0,0,0,0,0,0,0,0;0,0,0,0,0,0,0
1654418188620;0c3e4bb7-46ab-4fb0-bd15-3c1f24abd347;New Hires and New Hires Same Period Last Year (clusteredColumnChart) - Month: Oct selected;NewHiresAndNewHiresSamePeriodLastYear.Monthcategorical;NewHiresByMonth(Full-Time/Part-Time).Monthcategorical;0,0,0,0,0,0,0;0,0,0,0,0,0,0;1476,2073,2885,3241,4073,4287,4017,4955,4868,5402,4296,1547;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0;1476,2073,2885,3241,4073,4287,4017,4955,4868,5402,4296,1547;0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1;0,0,0,0;396,5006;30313,8236,1999,1516,790,213,53;0,0,0,0,0,0,0,0,0,0,0,0,0,0;7306,6228,7764,3434,7095,7103,4190;0,0,0,0,0,0,0,0,0,0,0,0,0,0;0,0,0,0,0,0,0
1654418190110;0c3e4bb7-46ab-4fb0-bd15-3c1f24abd347;New Hires by Ethnicity (clusteredBarChart) - Ethnicity: Group E selected;NewHiresByEthnicity.Ethnicitycategorical;;0,0,0,0,0,0,0;0,0,0,0,0,0,0;1476,2073,2885,3241,4073,4287,4017,4955,4868,5402,4296,1547;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;1476,2073,2885,3241,4073,4287,4017,4955,4868,5402,4296,1547;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;0,0,0,0;2,8,8,1,7,3,19,2,18,1,22,21,1,27,1,20,1,30,2,16,3;30313,8236,1999,1516,790,213,53;0,0,0,0,0,0,0,0,0,0,1,0,0,0;7306,6228,7764,3434,7095,7103,4190;0,0,0,0,0,0,0,0,0,0,0,0,0,0;0,0,0,0,0,0,0
1654418191523;0c3e4bb7-46ab-4fb0-bd15-3c1f24abd347;New Hires by Region (clusteredBarChart) - Region: Midwest selected;NewHiresByRegion.Regioncategorical;;0,0,0,0,0,0,0;0,0,0,0,0,0,0;1476,2073,2885,3241,4073,4287,4017,4955,4868,5402,4296,1547;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;1476,2073,2885,3241,4073,4287,4017,4955,4868,5402,4296,1547;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;0,0,0,0;14,177,18,270,41,508,20,464,24,494,23,552,22,540,26,749,24,633,36,743,28,567,12,243;30313,8236,1999,1516,790,213,53;0,0,0,0,0,0,0,0,0,0,0,0,0,0;7306,6228,7764,3434,7095,7103,4190;0,0,1,0,0,0,0,0,0,0,0,0,0,0;0,0,0,0,0,0,0
1654418194274;0c3e4bb7-46ab-4fb0-bd15-3c1f24abd347;New Hires by Ethnicity (clusteredBarChart) - Ethnicity: Group B selected;NewHiresByEthnicity.Ethnicitycategorical;;0,0,0,0,0,0,0;0,0,0,0,0,0,0;1476,2073,2885,3241,4073,4287,4017,4955,4868,5402,4296,1547;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;1476,2073,2885,3241,4073,4287,4017,4955,4868,5402,4296,1547;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;0,0,0,0;13,187,24,275,25,432,32,519,27,726,41,934,40,803,39,905,31,899,26,1090,28,851,21,268;30313,8236,1999,1516,790,213,53;0,0,1,0,0,0,0,0,0,0,0,0,0,0;7306,6228,7764,3434,7095,7103,4190;0,0,0,0,0,0,0,0,0,0,0,0,0,0;0,0,0,0,0,0,0
1654418197810;0c3e4bb7-46ab-4fb0-bd15-3c1f24abd347;Ethnicity (slicer) - Ethnicity: Group C selected;Ethnicity.Ethnicitycategorical, NewHiresByEthnicity.Ethnicitycategorical;NewHiresByMonth(Full-Time/Part-Time).Monthcategorical, NewHiresByMonth(Full-Time/Part-Time).FPDesccategorical, NewHiresByEthnicity.Ethnicitycategorical;0,0,1,0,0,0,0;0,0,0,0,0,0,0;69,93,119,155,171,166,228,218,235,256,201,88;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;69,93,119,155,171,166,228,218,235,256,201,88;0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1;0,1,0,1;0;1999;0,1,1,1,0,0,0,1,0,1,0,1,0,1;347,274,149,195,362,275,397;0,0,0,0,0,0,0,0,0,0,0,0,0,0;0,0,0,0,0,0,0
1654418198577;0c3e4bb7-46ab-4fb0-bd15-3c1f24abd347;Region (slicer) - Region: Central selected;Ethnicity.Ethnicitycategorical, Region.Regioncategorical, NewHiresByEthnicity.Ethnicitycategorical;NewHiresByMonth(Full-Time/Part-Time).Monthcategorical, NewHiresByMonth(Full-Time/Part-Time).FPDesccategorical, NewHiresByEthnicity.Ethnicitycategorical, NewHiresByRegion.Regioncategorical;0,0,1,0,0,0,0;0,0,0,0,1,0,0;6,14,14,33,36,32,31,40,50,63,33,10;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;6,14,14,33,36,32,31,40,50,63,33,10;0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1;0,1,0,1;0;362;0,1,1,1,0,0,0,1,0,1,0,1,0,1;362;0,1,0,1,0,1,0,1,0,0,0,1,0,1;0,0,0,0,0,0,0
1654418200574;0c3e4bb7-46ab-4fb0-bd15-3c1f24abd347;Year (slicer) - Year: 2015 selected;Ethnicity.Ethnicitycategorical, Region.Regioncategorical, NewHiresByEthnicity.Ethnicitycategorical, Year.Yearcategorical;NewHiresByMonth(Full-Time/Part-Time).Monthcategorical, NewHiresByMonth(Full-Time/Part-Time).FPDesccategorical, NewHiresByEthnicity.Ethnicitycategorical, NewHiresByRegion.Regioncategorical;0,0,1,0,0,0,0;0,0,0,0,1,0,0;0;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;3,4,5,18,20,12,14,17,21,21,9,2;0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1;0,1,0,1;0;0;0,1,1,1,0,1,0,1,0,1,0,1,0,1;0;0,1,0,1,0,1,0,1,0,1,0,1,0,1;0,0,0,0,0,1,0
1654418202190;0c3e4bb7-46ab-4fb0-bd15-3c1f24abd347;New Hires and New Hires Same Period Last Year (clusteredColumnChart) - Month: Oct selected;Ethnicity.Ethnicitycategorical, Region.Regioncategorical, NewHiresAndNewHiresSamePeriodLastYear.Monthcategorical, Year.Yearcategorical;NewHiresByMonth(Full-Time/Part-Time).Monthcategorical, NewHiresByMonth(Full-Time/Part-Time).FPDesccategorical, NewHiresByEthnicity.Ethnicitycategorical, NewHiresByRegion.Regioncategorical;0,0,1,0,0,0,0;0,0,0,0,1,0,0;0;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0;3,4,5,18,20,12,14,17,21,21,9,2;0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1;0,1,0,1;0;0;0,1,0,1,0,1,0,1,0,1,0,1,0,1;0;0,1,0,1,0,1,0,1,0,1,0,1,0,1;0,0,0,0,0,1,0
