timestamp;user;triggeredAction;selectedValues;filteredValues;Ethnicity.Ethnicity[categorical];Region.Region[categorical];NewHiresAndNewHiresSamePeriodLastYear.NewHires[numerical];NewHiresAndNewHiresSamePeriodLastYear.Month[categorical];NewHiresAndNewHiresSamePeriodLastYear.NewHiresSPLY[numerical];NewHiresByMonth(Full-Time/Part-Time).Month[categorical];NewHiresByMonth(Full-Time/Part-Time).FPDesc[categorical];NewHiresByMonth(Full-Time/Part-Time).NewHires[numerical];NewHiresByEthnicity.NewHires[numerical];NewHiresByEthnicity.Ethnicity[categorical];NewHiresByRegion.NewHires[numerical];NewHiresByRegion.Region[categorical];Year.Year[categorical]
1654351416866;c47b6d91-57e4-4c4c-ae48-4607d9a737a9;Root;;;0,0,0,0,0,0,0;0,0,0,0,0,0,0;1476,2073,2885,3241,4073,4287,4017,4955,4868,5402,4296,1547;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;1476,2073,2885,3241,4073,4287,4017,4955,4868,5402,4296,1547;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;0,0,0,0;217,1259,240,1833,318,2567,404,2837,435,3638,357,3930,311,3706,386,4569,366,4502,396,5006,330,3966,151,1396;30313,8236,1999,1516,790,213,53;0,0,0,0,0,0,0,0,0,0,0,0,0,0;7306,6228,7764,3434,7095,7103,4190;0,0,0,0,0,0,0,0,0,0,0,0,0,0;0,0,0,0,0,0,0
1654351421116;c47b6d91-57e4-4c4c-ae48-4607d9a737a9;New Hires by Month (Full-Time/Part-Time) (lineChart) - Month: Oct, FPDesc: Part-Time selected;NewHiresByMonth(Full-Time/Part-Time).Monthcategorical, NewHiresByMonth(Full-Time/Part-Time).FPDesccategorical;;0,0,0,0,0,0,0;0,0,0,0,0,0,0;1476,2073,2885,3241,4073,4287,4017,4955,4868,5402,4296,1547;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;1476,2073,2885,3241,4073,4287,4017,4955,4868,5402,4296,1547;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0;0,0,1,0;217,1259,240,1833,318,2567,404,2837,435,3638,357,3930,311,3706,386,4569,366,4502,396,5006,330,3966,151,1396;30313,8236,1999,1516,790,213,53;0,0,0,0,0,0,0,0,0,0,0,0,0,0;7306,6228,7764,3434,7095,7103,4190;0,0,0,0,0,0,0,0,0,0,0,0,0,0;0,0,0,0,0,0,0
1654351423498;c47b6d91-57e4-4c4c-ae48-4607d9a737a9;Ethnicity (slicer) - Ethnicity: Group B selected;Ethnicity.Ethnicitycategorical, NewHiresByMonth(Full-Time/Part-Time).Monthcategorical, NewHiresByMonth(Full-Time/Part-Time).FPDesccategorical;NewHiresByEthnicity.Ethnicitycategorical;0,1,0,0,0,0,0;0,0,0,0,0,0,0;200,299,457,551,753,975,843,944,930,1116,879,289;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;200,299,457,551,753,975,843,944,930,1116,879,289;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0;0,0,1,0;13,187,24,275,25,432,32,519,27,726,41,934,40,803,39,905,31,899,26,1090,28,851,21,268;8236;0,1,0,0,0,1,0,1,0,1,0,1,0,1;843,748,1366,704,1231,2332,1012;0,0,0,0,0,0,0,0,0,0,0,0,0,0;0,0,0,0,0,0,0
1654351424285;c47b6d91-57e4-4c4c-ae48-4607d9a737a9;Region (slicer) - Region: Northwest selected;Ethnicity.Ethnicitycategorical, Region.Regioncategorical, NewHiresByMonth(Full-Time/Part-Time).Monthcategorical, NewHiresByMonth(Full-Time/Part-Time).FPDesccategorical;NewHiresByEthnicity.Ethnicitycategorical, NewHiresByRegion.Regioncategorical;0,1,0,0,0,0,0;0,0,1,0,0,0,0;35,60,73,107,116,131,148,174,156,179,149,38;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;35,60,73,107,116,131,148,174,156,179,149,38;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0;0,0,1,0;2,33,4,56,8,65,9,98,5,111,9,122,2,146,12,162,2,154,8,171,6,143,4,34;1366;0,1,0,0,0,1,0,1,0,1,0,1,0,1;1366;0,1,0,1,0,0,0,1,0,1,0,1,0,1;0,0,0,0,0,0,0
1654351425970;c47b6d91-57e4-4c4c-ae48-4607d9a737a9;Year (slicer) - Year: 2011 selected;Ethnicity.Ethnicitycategorical, Region.Regioncategorical, NewHiresByMonth(Full-Time/Part-Time).Monthcategorical, NewHiresByMonth(Full-Time/Part-Time).FPDesccategorical, Year.Yearcategorical;NewHiresAndNewHiresSamePeriodLastYear.Monthcategorical, NewHiresByMonth(Full-Time/Part-Time).Monthcategorical, NewHiresByEthnicity.Ethnicitycategorical, NewHiresByRegion.Regioncategorical;0,1,0,0,0,0,0;0,0,1,0,0,0,0;1,7,4,4,4,6,7,4,4,9,2;0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;;0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0;0,0,1,0;1,2,5,2,2,4,3,1,1,5,1,6,1,3,4,2,7,1,1;52;0,1,0,0,0,1,0,1,0,1,0,1,0,1;52;0,1,0,1,0,0,0,1,0,1,0,1,0,1;0,1,0,0,0,0,0
1654351427624;c47b6d91-57e4-4c4c-ae48-4607d9a737a9;New Hires by Ethnicity (clusteredBarChart) - Ethnicity: Group B selected;Ethnicity.Ethnicitycategorical, Region.Regioncategorical, NewHiresByEthnicity.Ethnicitycategorical, Year.Yearcategorical;NewHiresAndNewHiresSamePeriodLastYear.Monthcategorical, NewHiresByMonth(Full-Time/Part-Time).Monthcategorical, NewHiresByEthnicity.Ethnicitycategorical, NewHiresByRegion.Regioncategorical;0,1,0,0,0,0,0;0,0,1,0,0,0,0;1,7,4,4,4,6,7,4,4,9,2;0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;;0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;0,0,0,0;1,2,5,2,2,4,3,1,1,5,1,6,1,3,4,2,7,1,1;52;0,1,1,0,0,1,0,1,0,1,0,1,0,1;52;0,1,0,1,0,0,0,1,0,1,0,1,0,1;0,1,0,0,0,0,0
1654351431235;c47b6d91-57e4-4c4c-ae48-4607d9a737a9;Region (slicer) - Region: East selected;Ethnicity.Ethnicitycategorical, Region.Regioncategorical, NewHiresByEthnicity.Ethnicitycategorical, Year.Yearcategorical;NewHiresAndNewHiresSamePeriodLastYear.Monthcategorical, NewHiresByMonth(Full-Time/Part-Time).Monthcategorical, NewHiresByEthnicity.Ethnicitycategorical, NewHiresByRegion.Regioncategorical;0,1,0,0,0,0,0;0,0,0,1,0,0,0;1,1,4,1,3,5,2,4,7;0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0;;0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0;0,0,0,0;1,1,3,1,1,1,2,2,3,2,3,1,2,5;28;0,1,1,0,0,1,0,1,0,1,0,1,0,1;28;0,1,0,1,0,1,0,0,0,1,0,1,0,1;0,1,0,0,0,0,0
1654351432115;c47b6d91-57e4-4c4c-ae48-4607d9a737a9;Ethnicity (slicer) - Ethnicity: Group E selected;Ethnicity.Ethnicitycategorical, Region.Regioncategorical, NewHiresByEthnicity.Ethnicitycategorical, Year.Yearcategorical;NewHiresAndNewHiresSamePeriodLastYear.Monthcategorical, NewHiresByMonth(Full-Time/Part-Time).Monthcategorical, NewHiresByMonth(Full-Time/Part-Time).FPDesccategorical, NewHiresByEthnicity.Ethnicitycategorical, NewHiresByRegion.Regioncategorical;0,0,0,0,1,0,0;0,0,0,1,0,0,0;1;0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1;;0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1;0,1,0,1;;1;0,1,1,1,0,1,0,1,0,1,0,0,0,1;1;0,1,0,1,0,1,0,0,0,1,0,1,0,1;0,1,0,0,0,0,0
